@relation 'twitter_spam_data'
@attribute LenghtOfProfileName NUMERIC
@attribute LenghtOfProfileDescription NUMERIC
@attribute NumberOfFollowings NUMERIC
@attribute NumberOfFollowers NUMERIC
@attribute NumberOfTweetsPost NUMERIC
@attribute AgeOfTheUserAccount NUMERIC
@attribute RatioOfNumberOfFollowingsAndFollowers NUMERIC
@attribute ReputationOfTheUser NUMERIC
@attribute FollowingRate NUMERIC
@attribute NumberOfWords NUMERIC
@attribute NumberOfCharacters NUMERIC
@attribute NumberOfCapitalizationCharacter NUMERIC
@attribute NumberOfCapitalizationWordPerWord NUMERIC
@attribute MaxWordLenght NUMERIC
@attribute MeanWordLenght NUMERIC
@attribute NumberOfExclamationMark NUMERIC
@attribute NumberOfQuestionMark NUMERIC
@attribute NumberOfURL NUMERIC
@attribute URLPerWord NUMERIC
@attribute NumberOfHashtag NUMERIC
@attribute HashtagPerWord NUMERIC
@attribute NumberOfMention NUMERIC
@attribute MentionPerWord NUMERIC
@attribute NumberOfSpamWord NUMERIC
@attribute SpamWordPerWord NUMERIC
@ATTRIBUTE class {spam,legitimate}
@data 
12,123,1389,20872,12719,2577,15.03,0.94,0.54,9,78,10,1.11,23,0,0,0,1,0.11,0,0.0,0,0.0,0,0.0,%%%%%%%%%Today: Bristol, United Kingdom - May 7 at Trancelation https://t.co/fpVrvS1JWk
15,16,385,42,2784,147,0.11,0.1,2.62,7,65,11,1.57,23,0,0,0,0,0.0,0,0.0,1,0.14,0,0.0,%%%%%%%%%RT @niicococo: Bodyguard | Boss | Cleaner https://t.co/sUsSoLJM4T
11,140,117,2611,93261,953,22.32,0.96,0.12,10,77,9,0.9,23,0,0,0,0,0.0,0,0.0,1,0.1,0,0.0,%%%%%%%%%RT @mssummerng: How could the light do this to me😭😭 https://t.co/EWmLRVuQ4o
10,4,3215,2811,10544,496,0.87,0.47,6.48,3,68,6,2.0,24,0,0,0,0,0.0,0,0.0,2,0.67,0,0.0,%%%%%%%%%RT @antondiaz72: "@worldtrip_pic: Landscape https://t.co/WnsYuy77Oo"
15,4,417,169,8850,461,0.41,0.29,0.9,4,53,9,2.25,23,0,0,0,1,0.25,0,0.0,0,0.0,0,0.0,%%%%%%%%%https://t.co/K5KoQU8YKp Secrets of Successful Writers
13,10,533,475,2867,1024,0.89,0.47,0.52,16,85,3,0.19,10,0,0,0,0,0.0,0,0.0,1,0.06,0,0.0,%%%%%%%%%RT @nestiwho: You've gonna have to find a way to calm down about me not calming down.
5,33,2646,72911,140691,2783,27.56,0.96,0.95,10,100,12,1.2,28,0,0,0,1,0.1,0,0.0,0,0.0,0,0.0,%%%%%%%%%Murder charge filed in MD shootings that left 3 dead
https://t.co/99NVLynXsf https://t.co/0YfCo3YbTA
10,16,88,552,448464,722,6.27,0.86,0.12,12,139,23,1.92,36,0,0,0,1,0.08,1,0.08,0,0.0,0,0.0,%%%%%%%%%#Deals #803 https://t.co/Qx4qBEDRoV

$150.00
End Date: Tuesday May-24-2016 14:55:57 PDT
Buy It Now for only: $150.… https://t.co/7HTyxKF3JT
13,41,179,328,54,1473,1.83,0.65,0.12,15,136,16,1.07,23,0,0,0,0,0.0,0,0.0,1,0.07,0,0.0,%%%%%%%%%RT @BeardedGenius: Mashallah, British First's Paul Golding facing Mecca for evening prayer. Londonstan has begun https://t.co/abN2XNO6D9
15,51,8465,8726,15704,68,1.03,0.51,124.49,9,140,84,9.33,22,0,0,0,0,0.0,6,0.67,2,0.22,0,0.0,%%%%%%%%%RT @M_G_W_V: ★҉★҉★҉ #FOLLOWTRICK ★҉★҉★҉

➊ #RETWEET IF YOU ARE #TEAMFOLLOWBACK

➋ GAIN WITH #MGWV #ANOTHERFOLLOWTRAIN

➌ #FOLLOW ☞ @JaderPi…
10,30,1869,2103,126427,2235,1.13,0.53,0.84,3,45,9,3.0,23,0,0,0,0,0.0,0,0.0,1,0.33,0,0.0,%%%%%%%%%RT @Omotayoo_O: Mood. https://t.co/2hLzpxAWL8
15,71,13,142,1004,827,10.92,0.92,0.02,17,140,11,0.65,16,0,1,0,0,0.0,2,0.12,2,0.12,0,0.0,%%%%%%%%%RT @xtellestyles23: Select the best aspiring leaders who shows real dedication in service. Have trust to @bongbongmarcos ! #BBM4VP  #FearYo…
13,4,455,311,469,1292,0.68,0.41,0.35,3,31,1,0.33,14,0,0,0,0,0.0,0,0.0,1,0.33,0,0.0,%%%%%%%%%@jessiewhorral thanks Jessie 😂
8,37,321,320,16047,1158,1.0,0.5,0.28,13,112,9,0.69,23,0,0,1,0,0.0,0,0.0,1,0.08,0,0.0,%%%%%%%%%RT @TheIslamicUmmah: Every soul shall taste death. 

Question is.. have you done enough? https://t.co/Ss8e2ccjjR
4,158,8846,185623,131486,2355,20.98,0.95,3.76,16,136,10,0.63,23,0,0,0,0,0.0,1,0.06,1,0.06,0,0.0,%%%%%%%%%@Ash_K_Sulli It looks like you don't Tweet about beauty often. #SpeakBeautiful &amp; check back for new results. https://t.co/MsJgtfQpfv
8,160,359,145,1534,815,0.4,0.29,0.44,18,117,64,3.56,23,0,0,0,0,0.0,0,0.0,1,0.06,0,0.0,%%%%%%%%%RT @gileteral: PAPA DIGONG MADE A HISTORY TODAY 😍 IM SO PROUD OF U DAD ❤
DUTERTE GRAND RALLY https://t.co/aQ7kk8AdNk
8,19,709,1465,70273,1309,2.07,0.67,0.54,20,133,12,0.6,13,0,4,0,0,0.0,1,0.05,1,0.05,0,0.0,%%%%%%%%%RT @CTBaseball1: Rangers on our way to Grapevine for Game 2 of the Bi-District playoffs. 1st pitch 11 am. Go Rangers!!! #staythirsty!
9,30,164,165,5753,991,1.01,0.5,0.17,0,42,0,2.147483647E9,21,0,0,0,0,2.147483647E9,1,2.147483647E9,1,2.147483647E9,1,1.0,%%%%%%%%%#5月になったのでいいねした人にひとこと 

hello.

@pa_man0629
9,41,26476,32114,11001,2583,1.21,0.55,10.25,8,73,9,1.13,23,0,0,0,0,0.0,0,0.0,1,0.13,0,0.0,%%%%%%%%%RT @DailyVibes_: Before we make any more promises https://t.co/24zvMFK8mQ
6,12,325,685,16518,1522,2.11,0.68,0.21,4,26,0,0.0,11,0,0,0,0,0.0,0,0.0,1,0.25,0,0.0,%%%%%%%%%@remaabegum suck ma toes x
12,91,15202,17300,12044,814,1.14,0.53,18.68,8,73,9,1.13,23,0,0,0,0,0.0,0,0.0,1,0.13,0,0.0,%%%%%%%%%RT @DailyVibes_: Before we make any more promises https://t.co/24zvMFK8mQ
10,44,319,415,10922,402,1.3,0.57,0.79,16,84,47,2.94,13,0,8,0,0,0.0,0,0.0,1,0.06,0,0.0,%%%%%%%%%RT @ylrebmik_yo: A BOY ONLY GOING TO ACT RIGHT WITH A GIRL HE WANNA BE WITH !!!!!!!!
14,69,13856,15286,4813,1290,1.1,0.52,10.74,8,73,9,1.13,23,0,0,0,0,0.0,0,0.0,1,0.13,0,0.0,%%%%%%%%%RT @DailyVibes_: Before we make any more promises https://t.co/24zvMFK8mQ
12,4,10,23,2577,23,2.3,0.7,0.43,15,128,7,0.47,23,0,0,0,1,0.07,1,0.07,1,0.07,0,0.0,%%%%%%%%%I just added this to my closet on Poshmark: Jeggings  with little studs.. https://t.co/H19d0SCjzP via @poshmarkapp #shopmycloset
11,112,491,718,12039,1632,1.46,0.59,0.3,12,96,8,0.67,23,0,0,0,0,0.0,0,0.0,1,0.08,0,0.0,%%%%%%%%%@michaeltreasure You're a poor show. Not as tragic as this guy though... https://t.co/D5ZbIORa9F
10,4,506,1089,32627,257,2.15,0.68,1.97,10,102,15,1.5,23,0,0,0,0,0.0,1,0.1,1,0.1,0,0.0,%%%%%%%%%RT @MiztyLouie: Oath taking is over 😄
#DuterteTillTheEnd  duterte grand rally https://t.co/WYpR1RDtiF
15,13,152,151,840,220,0.99,0.5,0.69,13,101,2,0.15,23,0,0,0,1,0.08,0,0.0,0,0.0,0,0.0,%%%%%%%%%2 people followed me and one person unfollowed me // automatically checked by https://t.co/eHbIumzkzv
13,86,244,159,8551,285,0.65,0.39,0.86,41,143,11,0.27,13,0,0,0,0,0.0,0,0.0,1,0.02,0,0.0,%%%%%%%%%RT @deadpoooI: Steve: he's my friend 

Tony: 

(•_•)
&lt;)   )╯ SO 
 /    \ 

\(•_•) 
(   (&gt;  WAS
 /    \ 

(•_•) 
&lt;)   )&gt;  I.
 /    \
11,70,284,7813,460547,990,27.51,0.96,0.29,23,136,7,0.3,13,0,1,1,0,0.0,0,0.0,1,0.04,0,0.0,%%%%%%%%%Hi @Harry_Styles my tweets aren't using 
Harry Potter's invisible cloack! 🙈 
If you see this you can follow me? 
I love you ❤️• 304,728
12,4,154,152,4058,832,0.99,0.5,0.19,17,140,2,0.12,16,0,0,1,0,0.0,0,0.0,1,0.06,0,0.0,%%%%%%%%%@wearebrighton ...M'boro goal offside when initial kick taken?....yellow dropped on floor so shows red..influenced by Ramirez showing injury
11,27,1666,1652,5345,412,0.99,0.5,4.04,6,69,9,1.5,23,0,0,0,1,0.17,0,0.0,1,0.17,0,0.0,%%%%%%%%%RT @HeiressPaige: We gone get drunkkkkkkkk 😜 https://t.co/WjrMlubYUv
14,22,119,34,462,35,0.29,0.22,3.4,14,102,5,0.36,12,0,0,0,0,0.0,0,0.0,3,0.21,0,0.0,%%%%%%%%%@Razzbowski @dawkosgames @NiksonYT Razz your my son nikson my grand son and dawko is my great grandson
8,4,5,2,27,698,0.4,0.29,0.01,8,67,11,1.38,23,0,0,0,1,0.13,0,0.0,0,0.0,0,0.0,%%%%%%%%%Come Watch This Smoking Hot Girls Body Here https://t.co/aZqlMJaxak
13,4,160,104,819,518,0.65,0.39,0.31,14,133,18,1.29,14,0,1,0,0,0.0,1,0.07,3,0.21,0,0.0,%%%%%%%%%RT @kathyireland: @YahooFinance @WarrenBuffett  Thanks Yahoo Finance for the 1st ever #BRKLiveStream w/ Omaha Oracle, Warren Buffett!
8,160,303,72434,11322,1748,239.06,1.0,0.17,14,118,11,0.79,23,0,1,0,0,0.0,1,0.07,1,0.07,0,0.0,%%%%%%%%%@BeingSalmanKhan does a photo shoot with Indian sports persons. RT if you like it! #Photoshoot https://t.co/PU0Cq3h6Fc
8,78,301,328,2522,749,1.09,0.52,0.4,5,39,0,0.0,12,0,0,0,0,0.0,0,0.0,1,0.2,0,0.0,%%%%%%%%%@babyoilpimp keep wearing black then 😂
13,78,259,242,1588,32,0.93,0.48,8.09,6,44,1,0.17,13,0,0,0,0,0.0,0,0.0,1,0.17,0,0.0,%%%%%%%%%@keestackksss I'm ready come back over there
11,153,1431,311,26540,357,0.22,0.18,4.01,13,138,24,1.85,23,0,0,0,1,0.08,1,0.08,3,0.23,1,0.07,%%%%%%%%%RT @dustinlong: #NASCAR ... What you need to know about tonight's Sprint Cup race at @kansasspeedway. @NASCARonNBC https://t.co/PXmzsTE3fq
12,4,10,7,61,2319,0.7,0.41,0.0,8,140,8,1.0,16,0,0,0,0,0.0,4,0.5,6,0.75,0,0.0,%%%%%%%%%RT @deepak77: If this can happen in #Mumbai, #God save #India  @narendramodi @nitin_gadkari #KopriBridge @makeinindia @thanecityonline @sur…
14,158,219,217,5067,1000,0.99,0.5,0.22,21,130,6,0.29,16,0,0,1,0,0.0,0,0.0,1,0.05,0,0.0,%%%%%%%%%@XboxSupport ...messages. I tried to delete the Twitch app to reinstall it, but I can't see how to delete it. Any recommendations?
14,15,443,1399,19097,815,3.16,0.76,0.54,5,43,6,1.2,23,0,0,0,1,0.2,0,0.0,0,0.0,0,0.0,%%%%%%%%%Waiting on u still  https://t.co/iDM04CfOPj
13,4,146,127,3881,974,0.87,0.47,0.15,22,133,6,0.27,22,0,17,0,0,0.0,0,0.0,1,0.05,0,0.0,%%%%%%%%%RT @macmakeupg: Just bought some bath and body works stuff and I took a shower and I feel sooo clean!! I smell amazing!!!!!!!!!!!!!!!
15,18,343,284,5959,2017,0.83,0.45,0.17,12,85,10,0.83,26,0,0,0,0,0.0,0,0.0,1,0.08,0,0.0,%%%%%%%%%RT @ltsAnimals: When you mad at bae, but bae refuse to let go
https://t.co/LpMXD5GcbF
11,137,536,1607,1999,284,3.0,0.75,1.89,16,96,6,0.38,12,0,1,0,0,0.0,0,0.0,1,0.06,0,0.0,%%%%%%%%%@TheTideDrew my brother used to tease me whenever I'm playing Young Love but now he's loving it!
12,50,2624,1821,22191,1414,0.69,0.41,1.86,9,48,1,0.11,8,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%Tried silk almond milk and it's actually not bad
13,14,122,69,2507,2274,0.57,0.36,0.05,4,92,9,2.25,23,0,0,0,1,0.25,2,0.5,0,0.0,0,0.0,%%%%%%%%%Falling cherry blossoms #Flickr https://t.co/4gXfuJZqki #Photography https://t.co/2cixydvHZM
12,4,191,321,453466,769,1.68,0.63,0.25,16,139,17,1.06,23,0,0,0,1,0.06,0,0.0,0,0.0,0,0.0,%%%%%%%%%Compu Deals : https://t.co/6osvHKuBd3 Logitech Ultrathin Keyboard Folio iPad Air - Carbon Black

$14.98   $99.99  … https://t.co/QrdfAUssnX
9,22,306,626,19925,916,2.05,0.67,0.33,12,57,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%wonder what people thought of me when get first met me 🤔
7,25,96,41,4764,2005,0.43,0.3,0.05,8,76,10,1.25,12,0,0,1,0,0.0,0,0.0,2,0.25,0,0.0,%%%%%%%%%@SpikeEskin @RTRSPodcast Hinkie situation aside do you like Bryan Colangelo?
10,18,8,7,12,13,0.88,0.47,0.62,12,59,7,0.58,10,0,0,0,0,0.0,0,0.0,1,0.08,0,0.0,%%%%%%%%%RT @FaZeApex: RT like and reply if you wanna be in the vlog
13,104,161,134,6708,302,0.83,0.45,0.53,10,66,6,0.6,17,0,0,0,0,0.0,0,0.0,1,0.1,0,0.0,%%%%%%%%%RT @JackJackJohnson: Makin music that makes us feel good inside 😝
13,134,114,79,4234,857,0.69,0.41,0.13,13,78,1,0.08,10,0,0,0,0,0.0,0,0.0,1,0.08,0,0.0,%%%%%%%%%@kamligirl I can't think of something good right now,will get to it later. ;-)
7,23,328,294,9302,1089,0.9,0.47,0.3,19,143,7,0.37,20,0,2,0,0,0.0,1,0.05,1,0.05,0,0.0,%%%%%%%%%RT @bangtanboysft1D: Hearing Armys cry honestly makes me cry a river😭😭 can't understand a word but I'm a mess!!😭 #화양연화onstageEpilogue https…
10,62,308,23342,14135,2314,75.79,0.99,0.13,12,70,6,0.5,8,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%Full time in Nicky Rackard quarter final Ard Mhacha 3-19 Longfort 2-11
14,11,656,622,8485,1044,0.95,0.49,0.63,15,77,2,0.13,9,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%I apologize in advance to everyone I have on snapchat tonight due to my story
11,32,160,30,2257,756,0.19,0.16,0.21,4,35,5,1.25,12,0,0,1,0,0.0,0,0.0,1,0.25,0,0.0,%%%%%%%%%@MiaSanMiaTV when was that exactly?
11,139,1077,17404,21245,698,16.16,0.94,1.54,11,107,16,1.45,23,0,1,0,0,0.0,2,0.18,1,0.09,0,0.0,%%%%%%%%%RT @JonathonTaylor1: Grant Leadbitter and AK, arm in arm. #Boro are back! #BoroLive https://t.co/JCq3OVuIf6
9,140,850,1108,10217,1041,1.3,0.57,0.82,8,55,6,0.75,14,0,2,0,0,0.0,0,0.0,1,0.13,1,0.11,%%%%%%%%%RT @Angelo_Mikha: Makassar seru! We'll see you soon! 😀
15,134,112,1106,276574,743,9.88,0.91,0.15,6,74,12,2.0,23,0,1,0,0,0.0,1,0.17,2,0.33,0,0.0,%%%%%%%%%RT @Boro: See you next season @premierleague! #UTB https://t.co/mAeFCn1V6F
6,2,418,99,8142,1312,0.24,0.19,0.32,23,140,2,0.09,15,0,0,0,0,0.0,0,0.0,1,0.04,0,0.0,%%%%%%%%%RT @waveyakpopper: "started from the bottom and now we're here"

bangtan has accomplished so much in just 3 years, im so proud of them http…
12,8,757,686,49855,2098,0.91,0.48,0.36,11,86,6,0.55,23,0,0,0,0,0.0,0,0.0,1,0.09,0,0.0,%%%%%%%%%RT @tumblrthings: just when you thought you'd seen it all 😂😂 https://t.co/L5p1DnpU5N
12,26,287,534,4616,799,1.86,0.65,0.36,6,55,5,0.83,12,0,0,0,0,0.0,0,0.0,1,0.17,0,0.0,%%%%%%%%%RT @richposlim: Mercury retrograde level: Katt Williams
14,37,533,888,55165,1239,1.67,0.62,0.43,17,108,3,0.18,15,0,0,0,0,0.0,0,0.0,1,0.06,0,0.0,%%%%%%%%%RT @Heissarcastic: not wearing makeup feels incredible, until you open your phone and the front camera is on
9,85,2048,1689,4823,2601,0.82,0.45,0.79,10,80,11,1.1,23,0,0,0,1,0.1,0,0.0,0,0.0,0,0.0,%%%%%%%%%Stevie Wonder -- Rocks L.A. City Hall with 'Purple Rain' https://t.co/c5wmIettjF
5,134,1983,1667,10936,2535,0.84,0.46,0.78,7,75,10,1.43,43,0,0,1,1,0.14,1,0.14,0,0.0,0,0.0,%%%%%%%%%Want Multi 6 Figures in 3 to 12 Months?
https://t.co/kS2gJCiUUX
#dailymoney
12,4,2298,1452,66925,2484,0.63,0.39,0.93,27,140,3,0.11,13,0,1,0,0,0.0,0,0.0,1,0.04,0,0.0,%%%%%%%%%@kuro03119994 every time I miss one of you drawings I check your page and like all of them like I did just now haha they're all so adorable!
9,4,1808,1116,13720,1166,0.62,0.38,1.55,18,136,10,0.56,24,0,0,0,1,0.06,0,0.0,0,0.0,0,0.0,%%%%%%%%%Plug-in / Add-on for JAWStats 0.7@nyndesigns adds website visitor city statistics.  Grab the update / plugin at https://t.co/JI8Ux6hzk5.
12,51,609,230,3517,300,0.38,0.27,2.03,12,95,13,1.08,22,0,1,1,0,0.0,1,0.08,1,0.08,0,0.0,%%%%%%%%%RT @JayeHanash: #ThisTimePremiereNight Are you guys excited? See you later at SM Megamall! 👍🏼
11,85,1994,1279,70648,2371,0.64,0.39,0.84,8,73,10,1.25,23,0,0,0,0,0.0,0,0.0,1,0.13,0,0.0,%%%%%%%%%RT @The1980sGirl: Japan ... love this guy's voice https://t.co/sN9JnUpBR9
15,4,1310,470,1696,13,0.36,0.26,100.77,8,72,14,1.75,23,0,0,0,1,0.13,0,0.0,0,0.0,0,0.0,%%%%%%%%%Knowing That Will Persuade Thousands To Vote Out https://t.co/deERAENPhe
9,103,440,485,9686,2351,1.1,0.52,0.19,7,61,7,1.0,23,0,1,0,0,0.0,0,0.0,0,0.0,1,0.13,%%%%%%%%%Good morning, guys! Happy Saturday 🤗 https://t.co/8SbPnhVMie
9,156,739,1557,87357,2472,2.11,0.68,0.3,16,126,7,0.44,17,0,0,0,0,0.0,2,0.13,1,0.06,0,0.0,%%%%%%%%%RT @blackrepublican: The same media that made #DonaldTrump will now start the process to unmake - break - him. #IndianaPrimary
10,158,2297,2279,15122,585,0.99,0.5,3.93,5,104,22,4.4,23,0,0,0,1,0.2,2,0.4,2,0.4,0,0.0,%%%%%%%%%RT @serenity449: #HighFiveCoffeeVine For AmBeR #Marvellous (Vine by @TheCLRadio) https://t.co/fcNpHQrHBP
9,151,498,444,28261,2257,0.89,0.47,0.22,5,72,10,2.0,23,0,0,0,0,0.0,0,0.0,2,0.4,0,0.0,%%%%%%%%%RT @xHollywoodCourt: @beauty_jackson aye hold up https://t.co/GBh0ZvYDjU
14,145,367,1167,47077,571,3.18,0.76,0.64,11,140,17,1.55,23,0,0,0,1,0.09,2,0.18,1,0.09,0,0.0,%%%%%%%%%RT @beadznbling: African Tribal Necklace, Agate Necklace, Tibetan Dzi Beads, Africa… https://t.co/YAbQLSldj0 #Jewelryonetsy #etsymntt https…
8,63,783,908,14942,1381,1.16,0.54,0.57,7,121,17,2.43,20,0,0,0,0,0.0,5,0.71,1,0.14,0,0.0,%%%%%%%%%RT @BTS_BiTS: 12,000 fans came to #화양연화onstageEpilogue concert tonight. 👍🏻👏🏻🌺
#방탄소년단 
#방탄소년단수고했어 
#방탄수고했어 
#EPILOGUE
9,4,728,753,47973,1148,1.03,0.51,0.63,9,88,23,2.56,23,0,0,0,0,0.0,0,0.0,1,0.11,0,0.0,%%%%%%%%%RT @GagaLovesBey: LEMONADE, BEYONCÉ and 4 looking cute together. https://t.co/OugGquclMY
11,4,75,4,11,0,0.05,0.05,2.147483647E9,17,122,68,4.0,23,0,0,0,0,0.0,0,0.0,1,0.06,0,0.0,%%%%%%%%%RT @bobongkowts_: RETWEET IF YOU BELIEVE THAT DUTERTE GONNA WIN THIS FIGHT  . 
DUTERTE GRAND RALLY https://t.co/gI8gdT33en
14,25,481,452,8938,590,0.94,0.48,0.82,22,134,14,0.64,23,0,0,0,0,0.0,0,0.0,1,0.05,1,0.04,%%%%%%%%%RT @VincentEder: My teacher said if I get 5,000 rt. My class won't have to take our final stats test. Bless us https://t.co/fNDaBNUSr8
11,9,1013,1622,231355,497,1.6,0.62,2.04,3,44,3,1.0,23,0,0,0,1,0.33,0,0.0,0,0.0,1,0.25,%%%%%%%%%May garden checklist https://t.co/Co78v4sexL
12,123,36,116,14340,193,3.22,0.76,0.19,12,93,15,1.25,17,0,0,0,0,0.0,1,0.08,1,0.08,0,0.0,%%%%%%%%%RT @Gurmeetramrahim: #SuperbMSG2 Today 164 shows booked in Haryana.May God bless MSG2 Fans 😘
10,84,0,1037,644,2114,2.147483647E9,0.0,0.0,12,140,10,0.83,22,0,0,0,1,0.08,2,0.17,3,0.25,0,0.0,%%%%%%%%%RT @Hovinalle: Listening to some relaxing #Blues tunes this weekend, played on #Gayageum by the wonderful @Lunaxmusic https://t.co/Oyx3dYoD…
11,134,1401,1890,29485,2656,1.35,0.57,0.53,23,139,2,0.09,25,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%I am nothing like Trump, as my parents, who are both leftists, have raised me to be respectful of people from all races/religions/geography
8,16,20,7,317,204,0.35,0.26,0.1,22,139,5,0.23,16,0,0,0,0,0.0,0,0.0,1,0.05,0,0.0,%%%%%%%%%RT @teddyboylocsin: Who fear Duterte presidency have themselves to blame: you let a soaring Grace candidacy be taken down  by pigs because…
8,4,154,40,73,634,0.26,0.21,0.24,4,43,4,1.0,23,0,0,0,1,0.25,0,0.0,0,0.0,0,0.0,%%%%%%%%%Just posted a photo https://t.co/M9xobPwkTr
14,36,97,49,310,2353,0.51,0.34,0.04,18,140,8,0.44,13,0,0,0,0,0.0,1,0.06,1,0.06,0,0.0,%%%%%%%%%RT @Snowden: The #PanamaPapers led to raids, resignations, and regulations. Yet the source enjoys no legal protection. 

A whistle poisoned…
7,71,298,971,115017,2549,3.26,0.77,0.12,21,133,4,0.19,13,0,0,0,0,0.0,0,0.0,1,0.05,1,0.05,%%%%%%%%%@njytolentino Sanders's foreign policy is still US institutional policy though but I liked that he pushed his party a little too left
8,72,990,558,7780,1224,0.56,0.36,0.81,11,123,23,2.09,23,0,0,0,1,0.09,0,0.0,2,0.18,0,0.0,%%%%%%%%%RT @TOMLINSONbelg: Lottie Tomlinson models the Ariana Grande for Lipsy collection @JohannahDarling  https://t.co/R4G9Q8dHqP
6,133,1185,2184,165061,664,1.84,0.65,1.78,5,62,7,1.4,23,0,0,0,1,0.2,1,0.2,1,0.2,0,0.0,%%%%%%%%%＠tos https://t.co/4gxHQGKmrj May 07, 2016 at 10:46PM #えどがわイケメン
13,4,131,8,230,1072,0.06,0.06,0.12,-1,140,15,-15.0,103,0,0,0,0,0.0,5,-5.0,1,-1.0,0,0.0,%%%%%%%%%RT @onlykhjkim: #DescendantsOfTheSun 
#SongJoongKiFanMeetingInBKK
#송중기
#ชีวิตเพื่อชาติรักนี้เพื่อเธอ
#ผักบุ้งไฟแดงcr:as tagged https://t.co…
10,61,17,14,37331,962,0.82,0.45,0.02,13,57,5,0.38,6,0,1,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%Mostly Cloudy today! With a high of 88F and a low of 78F.
13,43,945,1723,52510,1423,1.82,0.65,0.66,13,72,5,0.38,12,0,0,0,0,0.0,0,0.0,1,0.08,1,0.07,%%%%%%%%%RT @BamLeFlare: ain't shit " goals " if you going off other people goals
10,27,159,65,6318,369,0.41,0.29,0.43,6,63,10,1.67,23,0,1,0,0,0.0,0,0.0,1,0.17,0,0.0,%%%%%%%%%RT @CutePicsOfCats: Cutest eyes ever! ' https://t.co/fhb2XCTs4v
8,12,615,484,28503,2238,0.79,0.44,0.27,3,41,8,2.67,23,0,0,0,1,0.33,0,0.0,0,0.0,0,0.0,%%%%%%%%%No caption needed https://t.co/IojEXuACRC
12,67,367,555,23528,216,1.51,0.6,1.7,16,86,53,3.31,11,0,0,0,0,0.0,0,0.0,1,0.06,0,0.0,%%%%%%%%%RT @shiennnnn: THE TITLE SAYS "EVEN IF I DIE, YOU WHOM I WILL LOVE..." KIM WONPIL WHAT
7,119,933,1449,58617,2660,1.55,0.61,0.35,20,97,2,0.1,7,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%Deff didn't sleep nearly enough. But now it is time to wake up and get into full glam mode 🙃🙃🙃
7,4,1272,253,7233,253,0.2,0.17,5.03,23,140,8,0.35,16,0,0,0,0,0.0,0,0.0,1,0.04,0,0.0,%%%%%%%%%RT @CatsComicsCbus: Marvel's heroes all lined up on a tarmac ready to fight and Pepper Potts helicopters in with a rolled up newspaper, sha…
14,4,621,282,1626,490,0.45,0.31,1.27,3,26,3,1.0,9,0,1,0,0,0.0,0,0.0,1,0.33,0,0.0,%%%%%%%%%@sandiv11 He's a MeatHead!
5,105,893,71338,24865,2436,79.89,0.99,0.37,9,37,1,0.11,5,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%Don't talk to me or my son ever again
15,134,471,265,5562,239,0.56,0.36,1.97,3,18,1,0.33,6,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%Anyone help please
15,75,3,68,14613,628,22.67,0.96,0.0,9,79,10,1.11,23,0,1,0,0,0.0,1,0.11,0,0.0,0,0.0,%%%%%%%%%Let's see who is on the Blessed Bench! #TheBlessedBench https://t.co/bdn6J20NCS
9,30,261,90,7777,724,0.34,0.26,0.36,6,65,20,3.33,23,0,0,0,1,0.17,0,0.0,1,0.17,0,0.0,%%%%%%%%%I liked a @YouTube video https://t.co/cSc80qSh88 KEEMSTAR ORIGINS
13,4,40,26,18218,178,0.65,0.39,0.22,9,95,14,1.56,23,0,0,0,1,0.11,0,0.0,0,0.0,0,0.0,%%%%%%%%%Yosemite Home Decor Merili 1 Light Wall Lantern https://t.co/QPLs7xXa7o https://t.co/jp0lwJNdeM
13,109,252,238,19450,375,0.94,0.49,0.67,6,49,3,0.5,23,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%At least it wasn't hanayo https://t.co/DiiXy3hysi
10,14,69,134,4494,234,1.94,0.66,0.29,14,105,7,0.5,23,0,0,0,0,0.0,1,0.07,1,0.07,0,0.0,%%%%%%%%%RT @grandesirish: i just logged in on twitter and saw that #RomaniaWantsZaynOnTour is trending i'm crying
12,23,368,503,30651,1196,1.37,0.58,0.31,4,55,14,3.5,23,0,0,0,0,0.0,0,0.0,1,0.25,0,0.0,%%%%%%%%%RT @WorIdStarComedy: Facts 😂😂 https://t.co/SNVHMCqE1c
8,38,511,262,3623,2526,0.51,0.34,0.2,24,140,17,0.71,15,0,0,0,0,0.0,0,0.0,2,0.08,0,0.0,%%%%%%%%%RT @RKBCarpentry: Anyone know White Transit HJ13 WTL  let me know they driven into the side of one of my vans and driven off @KingsLynnPoli…
